"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.439516,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.340034,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.321378,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.29368,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.100183,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.882145,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.324229,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.884662,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.419984,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.348619,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.490741,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.440624,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.525626,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.460073,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.824406,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.393461,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.809825,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.648012,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.394196,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.618102,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.12207,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.412749,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.179309,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.245109,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.7696196,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.5071549,
"OECD","CPI","TOT","AGRWTH","M","2009-05",-0.0355167,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.2522428,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.7775326,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.4175863,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.4131458,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.1193447,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.227302,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.805172,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.028151,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.859009,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.0451,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.068022,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.930341,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.418373,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.541013,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.478304,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.590337,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.736154,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.672479,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.899978,
"OECD","CPI","TOT","AGRWTH","M","2011-01",1.969361,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.202399,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.49008,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.740308,
"OECD","CPI","TOT","AGRWTH","M","2011-05",2.990064,
"OECD","CPI","TOT","AGRWTH","M","2011-06",2.962289,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.055066,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.133058,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.192475,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.038099,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.022861,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.787206,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.729327,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.718625,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.583549,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.378909,
"OECD","CPI","TOT","AGRWTH","M","2012-05",1.985551,
"OECD","CPI","TOT","AGRWTH","M","2012-06",1.913934,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.795165,
"OECD","CPI","TOT","AGRWTH","M","2012-08",1.981151,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.138209,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.169845,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.884926,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.822104,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.706283,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.818264,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.574434,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.258521,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.506561,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.824936,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.973832,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.700654,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.488707,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.300139,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.481668,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.658122,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.67794,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.459778,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.597947,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.072749,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.130123,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.11718,
"OECD","CPI","TOT","AGRWTH","M","2014-07",2.01944,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.860101,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.795169,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.782704,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.535951,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.129353,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5722018,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6350555,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6646686,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.5090925,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6407201,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.6609715,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6408126,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.6357629,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.4842399,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6307355,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.7679319,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.9023703,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.243124,
"OECD","CPI","TOT","AGRWTH","M","2016-02",1.002957,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.8786799,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.8896943,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.8693594,
"OECD","CPI","TOT","AGRWTH","M","2016-06",0.9412432,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.915507,
"OECD","CPI","TOT","AGRWTH","M","2016-08",1.004044,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.246929,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.434129,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.517404,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.852064,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.340254,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.52232,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.334291,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.381374,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.134121,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.950967,
"OECD","CPI","TOT","AGRWTH","M","2017-07",2.011288,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.212983,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.361911,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.201968,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.391166,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.338418,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.179927,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.228328,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.302422,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.282396,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.623858,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.802426,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.909888,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.916755,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.937973,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.138269,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.727637,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.408072,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.121124,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.08584,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.266225,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.469422,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.237774,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.045448,
"OECD","CPI","TOT","AGRWTH","M","2019-07",2.107951,
"OECD","CPI","TOT","AGRWTH","M","2019-08",1.901903,
"OECD","CPI","TOT","AGRWTH","M","2019-09",1.615891,
"OECD","CPI","TOT","AGRWTH","M","2019-10",1.582078,
"OECD","CPI","TOT","AGRWTH","M","2019-11",1.83931,
"EA19","CPI","TOT","AGRWTH","M","2007-03",2,
"EA19","CPI","TOT","AGRWTH","M","2007-04",1.9,
"EA19","CPI","TOT","AGRWTH","M","2007-05",1.9,
"EA19","CPI","TOT","AGRWTH","M","2007-06",1.9,
"EA19","CPI","TOT","AGRWTH","M","2007-07",1.8,
"EA19","CPI","TOT","AGRWTH","M","2007-08",1.8,
"EA19","CPI","TOT","AGRWTH","M","2007-09",2.2,
"EA19","CPI","TOT","AGRWTH","M","2007-10",2.6,
"EA19","CPI","TOT","AGRWTH","M","2007-11",3.1,
"EA19","CPI","TOT","AGRWTH","M","2007-12",3.1,
"EA19","CPI","TOT","AGRWTH","M","2008-01",3.3,
"EA19","CPI","TOT","AGRWTH","M","2008-02",3.3,
"EA19","CPI","TOT","AGRWTH","M","2008-03",3.7,
"EA19","CPI","TOT","AGRWTH","M","2008-04",3.3,
"EA19","CPI","TOT","AGRWTH","M","2008-05",3.7,
"EA19","CPI","TOT","AGRWTH","M","2008-06",4,
"EA19","CPI","TOT","AGRWTH","M","2008-07",4.1,
"EA19","CPI","TOT","AGRWTH","M","2008-08",3.9,
"EA19","CPI","TOT","AGRWTH","M","2008-09",3.7,
"EA19","CPI","TOT","AGRWTH","M","2008-10",3.2,
"EA19","CPI","TOT","AGRWTH","M","2008-11",2.2,
"EA19","CPI","TOT","AGRWTH","M","2008-12",1.7,
"EA19","CPI","TOT","AGRWTH","M","2009-01",1.2,
"EA19","CPI","TOT","AGRWTH","M","2009-02",1.2,
"EA19","CPI","TOT","AGRWTH","M","2009-03",0.6,
"EA19","CPI","TOT","AGRWTH","M","2009-04",0.6,
"EA19","CPI","TOT","AGRWTH","M","2009-05",0.1,
"EA19","CPI","TOT","AGRWTH","M","2009-06",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2009-07",-0.6,
"EA19","CPI","TOT","AGRWTH","M","2009-08",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2009-09",-0.3,
"EA19","CPI","TOT","AGRWTH","M","2009-10",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2009-11",0.5,
"EA19","CPI","TOT","AGRWTH","M","2009-12",0.9,
"EA19","CPI","TOT","AGRWTH","M","2010-01",0.9,
"EA19","CPI","TOT","AGRWTH","M","2010-02",0.8,
"EA19","CPI","TOT","AGRWTH","M","2010-03",1.6,
"EA19","CPI","TOT","AGRWTH","M","2010-04",1.6,
"EA19","CPI","TOT","AGRWTH","M","2010-05",1.7,
"EA19","CPI","TOT","AGRWTH","M","2010-06",1.5,
"EA19","CPI","TOT","AGRWTH","M","2010-07",1.7,
"EA19","CPI","TOT","AGRWTH","M","2010-08",1.6,
"EA19","CPI","TOT","AGRWTH","M","2010-09",1.9,
"EA19","CPI","TOT","AGRWTH","M","2010-10",1.9,
"EA19","CPI","TOT","AGRWTH","M","2010-11",1.9,
"EA19","CPI","TOT","AGRWTH","M","2010-12",2.2,
"EA19","CPI","TOT","AGRWTH","M","2011-01",2.3,
"EA19","CPI","TOT","AGRWTH","M","2011-02",2.4,
"EA19","CPI","TOT","AGRWTH","M","2011-03",2.7,
"EA19","CPI","TOT","AGRWTH","M","2011-04",2.8,
"EA19","CPI","TOT","AGRWTH","M","2011-05",2.7,
"EA19","CPI","TOT","AGRWTH","M","2011-06",2.7,
"EA19","CPI","TOT","AGRWTH","M","2011-07",2.6,
"EA19","CPI","TOT","AGRWTH","M","2011-08",2.6,
"EA19","CPI","TOT","AGRWTH","M","2011-09",3,
"EA19","CPI","TOT","AGRWTH","M","2011-10",3,
"EA19","CPI","TOT","AGRWTH","M","2011-11",3,
"EA19","CPI","TOT","AGRWTH","M","2011-12",2.8,
"EA19","CPI","TOT","AGRWTH","M","2012-01",2.7,
"EA19","CPI","TOT","AGRWTH","M","2012-02",2.7,
"EA19","CPI","TOT","AGRWTH","M","2012-03",2.7,
"EA19","CPI","TOT","AGRWTH","M","2012-04",2.6,
"EA19","CPI","TOT","AGRWTH","M","2012-05",2.4,
"EA19","CPI","TOT","AGRWTH","M","2012-06",2.4,
"EA19","CPI","TOT","AGRWTH","M","2012-07",2.4,
"EA19","CPI","TOT","AGRWTH","M","2012-08",2.6,
"EA19","CPI","TOT","AGRWTH","M","2012-09",2.6,
"EA19","CPI","TOT","AGRWTH","M","2012-10",2.5,
"EA19","CPI","TOT","AGRWTH","M","2012-11",2.2,
"EA19","CPI","TOT","AGRWTH","M","2012-12",2.2,
"EA19","CPI","TOT","AGRWTH","M","2013-01",2,
"EA19","CPI","TOT","AGRWTH","M","2013-02",1.9,
"EA19","CPI","TOT","AGRWTH","M","2013-03",1.7,
"EA19","CPI","TOT","AGRWTH","M","2013-04",1.2,
"EA19","CPI","TOT","AGRWTH","M","2013-05",1.4,
"EA19","CPI","TOT","AGRWTH","M","2013-06",1.6,
"EA19","CPI","TOT","AGRWTH","M","2013-07",1.6,
"EA19","CPI","TOT","AGRWTH","M","2013-08",1.3,
"EA19","CPI","TOT","AGRWTH","M","2013-09",1.1,
"EA19","CPI","TOT","AGRWTH","M","2013-10",0.7,
"EA19","CPI","TOT","AGRWTH","M","2013-11",0.9,
"EA19","CPI","TOT","AGRWTH","M","2013-12",0.8,
"EA19","CPI","TOT","AGRWTH","M","2014-01",0.8,
"EA19","CPI","TOT","AGRWTH","M","2014-02",0.7,
"EA19","CPI","TOT","AGRWTH","M","2014-03",0.5,
"EA19","CPI","TOT","AGRWTH","M","2014-04",0.7,
"EA19","CPI","TOT","AGRWTH","M","2014-05",0.5,
"EA19","CPI","TOT","AGRWTH","M","2014-06",0.5,
"EA19","CPI","TOT","AGRWTH","M","2014-07",0.4,
"EA19","CPI","TOT","AGRWTH","M","2014-08",0.4,
"EA19","CPI","TOT","AGRWTH","M","2014-09",0.3,
"EA19","CPI","TOT","AGRWTH","M","2014-10",0.4,
"EA19","CPI","TOT","AGRWTH","M","2014-11",0.3,
"EA19","CPI","TOT","AGRWTH","M","2014-12",-0.2,
"EA19","CPI","TOT","AGRWTH","M","2015-01",-0.6,
"EA19","CPI","TOT","AGRWTH","M","2015-02",-0.3,
"EA19","CPI","TOT","AGRWTH","M","2015-03",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2015-04",0.2,
"EA19","CPI","TOT","AGRWTH","M","2015-05",0.6,
"EA19","CPI","TOT","AGRWTH","M","2015-06",0.5,
"EA19","CPI","TOT","AGRWTH","M","2015-07",0.5,
"EA19","CPI","TOT","AGRWTH","M","2015-08",0.4,
"EA19","CPI","TOT","AGRWTH","M","2015-09",0.2,
"EA19","CPI","TOT","AGRWTH","M","2015-10",0.4,
"EA19","CPI","TOT","AGRWTH","M","2015-11",0.1,
"EA19","CPI","TOT","AGRWTH","M","2015-12",0.3,
"EA19","CPI","TOT","AGRWTH","M","2016-01",0.3,
"EA19","CPI","TOT","AGRWTH","M","2016-02",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2016-03",0,
"EA19","CPI","TOT","AGRWTH","M","2016-04",-0.3,
"EA19","CPI","TOT","AGRWTH","M","2016-05",-0.1,
"EA19","CPI","TOT","AGRWTH","M","2016-06",0,
"EA19","CPI","TOT","AGRWTH","M","2016-07",0.2,
"EA19","CPI","TOT","AGRWTH","M","2016-08",0.2,
"EA19","CPI","TOT","AGRWTH","M","2016-09",0.4,
"EA19","CPI","TOT","AGRWTH","M","2016-10",0.5,
"EA19","CPI","TOT","AGRWTH","M","2016-11",0.6,
"EA19","CPI","TOT","AGRWTH","M","2016-12",1.1,
"EA19","CPI","TOT","AGRWTH","M","2017-01",1.7,
"EA19","CPI","TOT","AGRWTH","M","2017-02",2,
"EA19","CPI","TOT","AGRWTH","M","2017-03",1.5,
"EA19","CPI","TOT","AGRWTH","M","2017-04",1.9,
"EA19","CPI","TOT","AGRWTH","M","2017-05",1.4,
"EA19","CPI","TOT","AGRWTH","M","2017-06",1.3,
"EA19","CPI","TOT","AGRWTH","M","2017-07",1.3,
"EA19","CPI","TOT","AGRWTH","M","2017-08",1.5,
"EA19","CPI","TOT","AGRWTH","M","2017-09",1.6,
"EA19","CPI","TOT","AGRWTH","M","2017-10",1.4,
"EA19","CPI","TOT","AGRWTH","M","2017-11",1.5,
"EA19","CPI","TOT","AGRWTH","M","2017-12",1.3,
"EA19","CPI","TOT","AGRWTH","M","2018-01",1.3,
"EA19","CPI","TOT","AGRWTH","M","2018-02",1.1,
"EA19","CPI","TOT","AGRWTH","M","2018-03",1.4,
"EA19","CPI","TOT","AGRWTH","M","2018-04",1.2,
"EA19","CPI","TOT","AGRWTH","M","2018-05",2,
"EA19","CPI","TOT","AGRWTH","M","2018-06",2,
"EA19","CPI","TOT","AGRWTH","M","2018-07",2.2,
"EA19","CPI","TOT","AGRWTH","M","2018-08",2.1,
"EA19","CPI","TOT","AGRWTH","M","2018-09",2.1,
"EA19","CPI","TOT","AGRWTH","M","2018-10",2.3,
"EA19","CPI","TOT","AGRWTH","M","2018-11",1.9,
"EA19","CPI","TOT","AGRWTH","M","2018-12",1.5,
"EA19","CPI","TOT","AGRWTH","M","2019-01",1.4,
"EA19","CPI","TOT","AGRWTH","M","2019-02",1.5,
"EA19","CPI","TOT","AGRWTH","M","2019-03",1.4,
"EA19","CPI","TOT","AGRWTH","M","2019-04",1.7,
"EA19","CPI","TOT","AGRWTH","M","2019-05",1.2,
"EA19","CPI","TOT","AGRWTH","M","2019-06",1.3,
"EA19","CPI","TOT","AGRWTH","M","2019-07",1,
"EA19","CPI","TOT","AGRWTH","M","2019-08",1,
"EA19","CPI","TOT","AGRWTH","M","2019-09",0.8,
"EA19","CPI","TOT","AGRWTH","M","2019-10",0.7,
"EA19","CPI","TOT","AGRWTH","M","2019-11",1,
"EA19","CPI","TOT","AGRWTH","M","2019-12",1.3,
